1039,Teresa,PRZYBYLSKA,F,2002-10-13,Person must be adult
1047,Mirosław,MARCINIAK,M,2001-09-11,Person must be adult
1051,Eugenia,KOWALSKA,F,2002-04-15,Person must be adult
1058,Gerard,MAKOWSKI,M,2002-05-05,Person must be adult
1096,Sylwester,ADAMCZYK,M,2000-10-08,Person must be adult
1116,Bernard,KONIECZNY,M,2002-08-19,Person must be adult
1122,Józefa,CHMIELEWSKA,F,2001-05-27,Person must be adult
1123,Mirosław,ZIÓŁKOWSKI,M,2001-08-08,Person must be adult
1197,Joanna,BRZEZIŃSKA,F,2000-11-23,Person must be adult
1332,Tomasz,SZCZEPAŃSKI,M,2000-11-22,Person must be adult
1385,Daniel,SOBCZAK,M,2001-04-16,Person must be adult
1395,Ignacy,MAZUR,M,2002-09-08,Person must be adult
1398,Agnieszka,GÓRSKA,F,2002-07-01,Person must be adult
1411,Wacława,SZCZEPAŃSKA,F,2001-06-10,Person must be adult
1436,Marzena,BOROWSKA,F,2001-12-16,Person must be adult
1463,Henryka,SZULC,F,2001-07-02,Person must be adult
1502,Karolina,URBAŃSKA,F,2002-07-14,Person must be adult
1515,Sylwia,BORKOWSKA,F,2000-11-08,Person must be adult
1521,Marek,KWIATKOWSKI,M,2002-08-30,Person must be adult
1526,Apolonia,WASILEWSKA,F,2002-06-29,Person must be adult
1611,Kazimiera,ANDRZEJEWSKA,F,2002-06-01,Person must be adult
1629,Halina,SZEWCZYK,F,2000-12-09,Person must be adult
1635,Wojciech,BORKOWSKI,M,2001-05-21,Person must be adult
1638,Rafał,MALINOWSKI,M,2002-01-30,Person must be adult
1648,Rozalia,ZAKRZEWSKA,F,2002-02-07,Person must be adult
1671,Alina,KAMIŃSKA,F,2001-04-05,Person must be adult
1695,Adam,PIOTROWSKI,M,2002-07-08,Person must be adult
1699,Adam,JASIŃSKI,M,2001-12-04,Person must be adult
1778,Ignacy,DUDEK,M,2002-02-26,Person must be adult
1813,Tadeusz,BŁASZCZYK,M,2002-12-05,Person must be adult
1824,Karol,NOWAKOWSKI,M,2001-08-30,Person must be adult
1834,Mikołaj,ANDRZEJEWSKI,M,2001-03-10,Person must be adult
1847,Wiktoria,WITKOWSKA,F,2002-03-29,Person must be adult
1880,Henryk,BOROWSKI,M,2002-02-12,Person must be adult
1949,Bronisława,KRÓL,F,2001-04-16,Person must be adult
1966,Marianna,ZAKRZEWSKA,F,2001-03-08,Person must be adult
1998,Adam,TOMASZEWSKI,M,2001-05-29,Person must be adult
2004,Maria,BARAN,F,2002-04-04,Person must be adult
2021,Sylwia,URBAŃSKA,F,2001-04-16,Person must be adult
2046,Tomasz,KWIATKOWSKI,M,2002-05-26,Person must be adult
2058,Urszula,ZAJĄC,F,2001-06-20,Person must be adult
2079,Wincenty,BOROWSKI,M,2001-06-07,Person must be adult
2085,Wiesława,WILK,F,2002-03-29,Person must be adult
2100,Mariola,ZIÓŁKOWSKA,F,2002-06-28,Person must be adult
2122,Adolf,WILK,M,2001-09-24,Person must be adult
2139,Sławomir,CIEŚLAK,M,2002-03-30,Person must be adult
2166,Emilia,SOKOŁOWSKA,F,2002-06-16,Person must be adult
2181,Norbert,OLSZEWSKI,M,2001-06-10,Person must be adult
2198,Norbert,WITKOWSKI,M,2002-10-01,Person must be adult
2204,Marian,STĘPIEŃ,M,2002-05-29,Person must be adult
2232,Marzena,ZIÓŁKOWSKA,F,2002-01-16,Person must be adult
2270,Helena,GŁOWACKA,F,2000-11-30,Person must be adult
2300,Michał,KRAWCZYK,M,2001-03-25,Person must be adult
2302,Romuald,SZEWCZYK,M,2000-09-18,Person must be adult
2343,Lidia,WITKOWSKA,F,2002-11-20,Person must be adult
2363,Apolonia,SZYMAŃSKA,F,2001-03-03,Person must be adult
2423,Anna,PAWLAK,F,2002-12-11,Person must be adult
2446,Anna,BARAN,F,2002-05-21,Person must be adult
2461,Norbert,SOBCZAK,M,2002-07-12,Person must be adult
2520,Władysław,ANDRZEJEWSKI,M,2000-12-21,Person must be adult
2543,Zygmunt,MAZUR,M,2002-08-30,Person must be adult
2585,Stefania,NOWAKOWSKA,F,2002-02-05,Person must be adult
2587,Czesława,SIKORSKA,F,2002-06-03,Person must be adult
2632,Mirosław,OLSZEWSKI,M,2001-04-28,Person must be adult
2638,Lidia,SZULC,F,2002-05-25,Person must be adult
2654,Edmund,KAŹMIERCZAK,M,2000-12-01,Person must be adult
2664,Adam,PIETRZAK,M,2002-10-08,Person must be adult
2690,Bronisława,BARANOWSKA,F,2001-06-12,Person must be adult
2724,Mikołaj,BRZEZIŃSKI,M,2002-09-21,Person must be adult
2754,Sławomir,LEWANDOWSKI,M,2002-01-10,Person must be adult
2761,Mariusz,KUCHARSKI,M,2002-08-06,Person must be adult
2786,Jarosław,JABŁOŃSKI,M,2001-09-27,Person must be adult
2804,Wiktor,PRZYBYLSKI,M,2002-08-03,Person must be adult
2827,Bernadeta,WŁODARCZYK,F,2001-09-09,Person must be adult
2838,Izabela,WŁODARCZYK,F,2001-12-29,Person must be adult
2916,Edyta,WIECZOREK,F,2002-01-20,Person must be adult
3003,Leon,ZIELIŃSKI,M,2002-05-29,Person must be adult
3006,Zygmunt,WOŹNIAK,M,2000-12-01,Person must be adult
3024,Zdzisław,ADAMSKI,M,2002-12-25,Person must be adult
3026,Cezary,SZYMAŃSKI,M,2001-05-13,Person must be adult
3028,Łukasz,KAŹMIERCZAK,M,2001-01-02,Person must be adult
3058,Wanda,SOKOŁOWSKA,F,2002-08-25,Person must be adult
3094,Przemysław,PIETRZAK,M,2001-08-24,Person must be adult
3100,Edmund,PIETRZAK,M,2002-04-24,Person must be adult
3109,Ryszard,SIKORA,M,2001-08-27,Person must be adult
3112,Stefan,WOŹNIAK,M,2002-06-01,Person must be adult
3181,Romuald,MICHALAK,M,2001-05-25,Person must be adult
3194,Grażyna,BORKOWSKA,F,2001-06-13,Person must be adult
3204,Benedykt,ZAWADZKI,M,2001-05-13,Person must be adult
3207,Michał,MALINOWSKI,M,2002-07-10,Person must be adult
3271,Paweł,WIŚNIEWSKI,M,2002-06-08,Person must be adult
3302,Przemysław,MAZUREK,M,2002-07-05,Person must be adult
3343,Zenon,ADAMSKI,M,2001-01-12,Person must be adult
3344,Stanisława,BARANOWSKA,F,2001-05-29,Person must be adult
3393,Lech,MICHALSKI,M,2002-03-07,Person must be adult
3436,Cecylia,MAZUR,F,2000-12-08,Person must be adult
3543,Bogumiła,ZALEWSKA,F,2002-11-05,Person must be adult
3623,Alicja,KRUPA,F,2002-07-16,Person must be adult
3627,Zuzanna,KRAJEWSKA,F,2001-11-08,Person must be adult
3679,Józef,MAZUREK,M,2002-06-01,Person must be adult
3701,Arkadiusz,WILK,M,2000-10-11,Person must be adult
3718,Agnieszka,LEWANDOWSKA,F,2001-11-24,Person must be adult
3725,Wiesława,BOROWSKA,F,2002-04-15,Person must be adult
3734,Mirosław,DUDEK,M,2001-08-07,Person must be adult
3746,Edmund,KAMIŃSKI,M,2001-08-30,Person must be adult
3755,Helena,KALINOWSKA,F,2002-08-24,Person must be adult
3758,Arkadiusz,KUCHARSKI,M,2001-08-12,Person must be adult
3783,Zdzisław,PAWŁOWSKI,M,2001-08-06,Person must be adult
3807,Małgorzata,MARCINIAK,F,2002-08-01,Person must be adult
3814,Feliks,WOJCIECHOWSKI,M,2001-12-07,Person must be adult
3829,Eugenia,JASIŃSKA,F,2002-03-07,Person must be adult
3855,Piotr,LEWANDOWSKI,M,2001-07-30,Person must be adult
3864,Bronisława,KUCHARSKA,F,2002-05-28,Person must be adult
3877,Mikołaj,MAKOWSKI,M,2002-10-26,Person must be adult
3879,Brygida,ADAMSKA,F,2002-08-30,Person must be adult
3930,Weronika,MAJEWSKA,F,2002-04-12,Person must be adult
3945,Adela,NOWICKA,F,2002-11-11,Person must be adult
3950,Jakub,KWIATKOWSKI,M,2002-06-07,Person must be adult
4060,Łucja,ADAMSKA,F,2002-06-20,Person must be adult
4111,Hanna,BRZEZIŃSKA,F,2001-07-31,Person must be adult
4116,Edyta,SZYMCZAK,F,2002-11-29,Person must be adult
4149,Romuald,SZCZEPAŃSKI,M,2001-08-28,Person must be adult
4178,Eleonora,SZYMCZAK,F,2001-06-01,Person must be adult
4198,Halina,LIS,F,2002-03-14,Person must be adult
4289,Lucjan,KUBIAK,M,2002-02-07,Person must be adult
4344,Maciej,CIEŚLAK,M,2002-09-10,Person must be adult
4366,Rudolf,SZYMCZAK,M,2001-01-17,Person must be adult
4372,Wanda,MAJEWSKA,F,2002-05-23,Person must be adult
4574,Zofia,GŁOWACKA,F,2002-10-14,Person must be adult
4587,Marek,SAWICKI,M,2001-03-14,Person must be adult
4723,Zenon,LIS,M,2001-09-07,Person must be adult
4752,Sylwia,JAKUBOWSKA,F,2001-03-28,Person must be adult
4761,Edward,GŁOWACKI,M,2000-12-08,Person must be adult
4783,Janusz,KAŹMIERCZAK,M,2001-12-25,Person must be adult
4864,Zdzisław,KOWALSKI,M,2001-11-19,Person must be adult
4865,Leon,CHMIELEWSKI,M,2001-07-07,Person must be adult
4892,Sebastian,CHMIELEWSKI,M,2001-06-09,Person must be adult
4899,Emilia,BRZEZIŃSKA,F,2002-11-12,Person must be adult
4900,Walenty,CZARNECKI,M,2002-06-16,Person must be adult
4902,Jakub,KOWALCZYK,M,2001-11-28,Person must be adult
4921,Mariola,KALINOWSKA,F,2000-10-17,Person must be adult
4931,Stanisława,KOŁODZIEJ,F,2002-05-23,Person must be adult
4946,Jarosław,BARAN,M,2002-01-24,Person must be adult
4996,Danuta,ZALEWSKA,F,2002-12-11,Person must be adult
5013,Bolesław,JANKOWSKI,M,2000-12-20,Person must be adult
5034,Małgorzata,ZAJĄC,F,2001-08-18,Person must be adult
5063,Antoni,BĄK,M,2001-06-18,Person must be adult
5088,Agnieszka,URBAŃSKA,F,2002-08-01,Person must be adult
5111,Józef,WITKOWSKI,M,2001-01-08,Person must be adult
5136,Zdzisława,WASILEWSKA,F,2002-10-28,Person must be adult
5140,Hubert,TOMASZEWSKI,M,2002-10-05,Person must be adult
5147,Edyta,KOZŁOWSKA,F,2001-08-03,Person must be adult
5167,Bernadeta,WÓJCIK,F,2002-11-28,Person must be adult
5171,Lucjan,WIŚNIEWSKI,M,2001-12-24,Person must be adult
5173,Bogusława,KALINOWSKA,F,2002-01-04,Person must be adult
5184,Stefan,WIŚNIEWSKI,M,2001-05-30,Person must be adult
5185,Violetta,WOJCIECHOWSKA,F,2002-07-07,Person must be adult
5193,Ryszard,BRZEZIŃSKI,M,2001-09-17,Person must be adult
5225,Wanda,ZAKRZEWSKA,F,2002-02-04,Person must be adult
5404,Alfred,KUCHARSKI,M,2001-07-02,Person must be adult
5421,Bogdan,NOWAK,M,2001-11-22,Person must be adult
5443,Adolf,SZEWCZYK,M,2002-08-05,Person must be adult
5468,Kazimierz,PAWLAK,M,2001-10-03,Person must be adult
5489,Konrad,STĘPIEŃ,M,2001-04-29,Person must be adult
5504,Bogumiła,GŁOWACKA,F,2002-02-23,Person must be adult
5516,Magdalena,NOWAKOWSKA,F,2002-06-06,Person must be adult
5528,Paweł,CZARNECKI,M,2002-01-12,Person must be adult
5533,Maciej,MAZUR,M,2001-05-11,Person must be adult
5568,Franciszek,SZYMCZAK,M,2001-06-13,Person must be adult
5571,Sylwia,MRÓZ,F,2002-01-14,Person must be adult
5576,Leonard,JANKOWSKI,M,2002-08-03,Person must be adult
5597,Antonina,NOWAKOWSKA,F,2002-11-20,Person must be adult
5649,Aleksandra,WOJCIECHOWSKA,F,2002-01-04,Person must be adult
5662,Dariusz,LASKOWSKI,M,2002-07-23,Person must be adult
5668,Jerzy,TOMASZEWSKI,M,2001-09-26,Person must be adult
5680,Marian,LEWANDOWSKI,M,2002-11-16,Person must be adult
5717,Szczepan,BARANOWSKI,M,2002-09-19,Person must be adult
5754,Andrzej,WALCZAK,M,2001-11-22,Person must be adult
5757,Henryk,KOWALSKI,M,2000-11-01,Person must be adult
5846,Aleksander,ZAJĄC,M,2002-01-10,Person must be adult
5860,Violetta,KRAJEWSKA,F,2000-11-13,Person must be adult
5874,Mieczysława,WŁODARCZYK,F,2002-06-29,Person must be adult
5881,Jan,CHMIELEWSKI,M,2002-12-18,Person must be adult
5955,Weronika,MAZUR,F,2001-02-28,Person must be adult
5975,Julia,SAWICKA,F,2002-04-10,Person must be adult
5987,Barbara,WOJCIECHOWSKA,F,2001-07-18,Person must be adult
5999,Zuzanna,ADAMCZYK,F,2002-08-01,Person must be adult
6008,Zenon,KAMIŃSKI,M,2002-03-18,Person must be adult
6012,Leszek,BŁASZCZYK,M,2002-03-16,Person must be adult
6046,Iwona,CIEŚLAK,F,2001-01-10,Person must be adult
6056,Magdalena,GÓRSKA,F,2002-12-06,Person must be adult
6063,Lucjan,CZERWIŃSKI,M,2001-07-16,Person must be adult
6076,Jerzy,ZIELIŃSKI,M,2001-10-01,Person must be adult
6084,Gabriela,BŁASZCZYK,F,2001-03-23,Person must be adult
6089,Teodor,BORKOWSKI,M,2000-09-21,Person must be adult
6108,Rudolf,KWIATKOWSKI,M,2001-04-07,Person must be adult
6147,Romuald,PIETRZAK,M,2002-06-09,Person must be adult
6200,Dorota,WIECZOREK,F,2002-10-03,Person must be adult
6215,Bernadeta,GÓRECKA,F,2001-04-17,Person must be adult
6240,Aniela,WILK,F,2001-01-04,Person must be adult
6253,Iwona,KWIATKOWSKA,F,2002-10-11,Person must be adult
6305,Sylwester,SIKORSKI,M,2002-06-11,Person must be adult
6327,Jarosław,ZAWADZKI,M,2002-10-22,Person must be adult
6338,Teresa,ZAKRZEWSKA,F,2002-06-07,Person must be adult
6344,Alfons,KRÓL,M,2001-11-03,Person must be adult
6363,Ludwik,OLSZEWSKI,M,2000-10-04,Person must be adult
6406,Bogumiła,WALCZAK,F,2000-09-17,Person must be adult
6421,Renata,SZYMAŃSKA,F,2002-09-03,Person must be adult
6444,Edmund,SZEWCZYK,M,2000-10-21,Person must be adult
6499,Jan,KWIATKOWSKI,M,2002-06-14,Person must be adult
6519,Renata,ZAJĄC,F,2002-03-20,Person must be adult
6552,Bogumiła,PAWŁOWSKA,F,2002-04-08,Person must be adult
6605,Pelagia,GRABOWSKA,F,2001-05-26,Person must be adult
6679,Mieczysława,KRUPA,F,2002-09-16,Person must be adult
6684,Urszula,ADAMSKA,F,2001-02-11,Person must be adult
6690,Wiktoria,KOWALSKA,F,2001-06-15,Person must be adult
6695,Maria,SOBCZAK,F,2000-11-02,Person must be adult
6703,Felicja,DĄBROWSKA,F,2000-10-30,Person must be adult
6718,Ludwik,STĘPIEŃ,M,2002-11-23,Person must be adult
6741,Ilona,ZIELIŃSKA,F,2002-11-08,Person must be adult
6778,Jadwiga,WRÓBLEWSKA,F,2001-08-12,Person must be adult
6783,Pelagia,WRÓBEL,F,2001-04-23,Person must be adult
6794,Janina,BŁASZCZYK,F,2001-11-19,Person must be adult
6829,Bernadeta,WALCZAK,F,2001-07-24,Person must be adult
6833,Marta,NOWICKA,F,2001-10-22,Person must be adult
6860,Sylwia,JASIŃSKA,F,2002-04-30,Person must be adult
6875,Mirosława,SOBCZAK,F,2002-05-10,Person must be adult
6931,Bożena,SZYMCZAK,F,2002-07-14,Person must be adult
6934,Ryszard,SZYMAŃSKI,M,2002-03-24,Person must be adult
6941,Jolanta,OLSZEWSKA,F,2002-01-08,Person must be adult
6946,Julian,SIKORA,M,2002-11-16,Person must be adult
6981,Leszek,PRZYBYLSKI,M,2000-09-22,Person must be adult
7013,Gertruda,NOWICKA,F,2002-08-05,Person must be adult
7019,Roman,BŁASZCZYK,M,2002-08-17,Person must be adult
7040,Agnieszka,WASILEWSKA,F,2001-08-09,Person must be adult
7042,Zofia,SZCZEPAŃSKA,F,2001-12-29,Person must be adult
7050,Zenon,KALINOWSKI,M,2002-06-08,Person must be adult
7053,Jarosław,DĄBROWSKI,M,2001-01-16,Person must be adult
7095,Włodzimierz,WYSOCKI,M,2001-06-11,Person must be adult
7158,Alicja,OLSZEWSKA,F,2002-10-09,Person must be adult
7298,Jolanta,DĄBROWSKA,F,2000-12-02,Person must be adult
7355,Damian,ZAJĄC,M,2000-09-22,Person must be adult
7427,Halina,URBAŃSKA,F,2000-12-23,Person must be adult
7538,Marcin,NOWAK,M,2001-12-28,Person must be adult
7549,Jacek,BĄK,M,2001-07-28,Person must be adult
7566,Gabriela,TOMASZEWSKA,F,2002-03-12,Person must be adult
7569,Helena,JABŁOŃSKA,F,2001-07-20,Person must be adult
7619,Ilona,KACZMAREK,F,2002-04-15,Person must be adult
7639,Mieczysława,KOZŁOWSKA,F,2000-12-24,Person must be adult
7670,Agata,KAMIŃSKA,F,2000-11-10,Person must be adult
7698,Mieczysław,RUTKOWSKI,M,2001-03-15,Person must be adult
7714,Jolanta,CZARNECKA,F,2002-06-04,Person must be adult
7748,Bogusław,ZAKRZEWSKI,M,2001-02-03,Person must be adult
7812,Jerzy,MRÓZ,M,2002-06-25,Person must be adult
7820,Bernard,JAWORSKI,M,2002-04-14,Person must be adult
7866,Cecylia,WRÓBEL,F,2002-10-21,Person must be adult
7868,Bogumił,JABŁOŃSKI,M,2001-06-07,Person must be adult
7872,Jolanta,MAZUR,F,2001-10-31,Person must be adult
7888,Gerard,MALINOWSKI,M,2002-12-12,Person must be adult
7894,Cezary,ZAKRZEWSKI,M,2002-11-22,Person must be adult
7923,Zdzisław,KONIECZNY,M,2002-01-30,Person must be adult
7928,Adam,KACZMAREK,M,2002-08-09,Person must be adult
7937,Zenon,CIEŚLAK,M,2002-03-15,Person must be adult
7958,Apolonia,WASILEWSKA,F,2002-03-14,Person must be adult
8011,Zdzisław,KAŹMIERCZAK,M,2001-09-12,Person must be adult
8019,Tadeusz,CZARNECKI,M,2001-03-28,Person must be adult
8044,Edmund,MAJEWSKI,M,2002-01-10,Person must be adult
8055,Franciszka,KOZŁOWSKA,F,2002-08-25,Person must be adult
8059,Michał,KRUPA,M,2001-04-10,Person must be adult
8060,Wincenty,WOJCIECHOWSKI,M,2002-05-29,Person must be adult
8066,Cecylia,ZALEWSKA,F,2000-12-06,Person must be adult
8069,Karolina,OSTROWSKA,F,2002-05-28,Person must be adult
8072,Lucyna,WALCZAK,F,2002-03-14,Person must be adult
8095,Bogusława,MRÓZ,F,2001-02-27,Person must be adult
8141,Ludwika,SZCZEPAŃSKA,F,2002-12-19,Person must be adult
8164,Teodor,WITKOWSKI,M,2002-12-14,Person must be adult
8194,Czesława,MACIEJEWSKA,F,2002-05-07,Person must be adult
8231,Lidia,PRZYBYLSKA,F,2000-12-17,Person must be adult
8242,Józefa,KOZŁOWSKA,F,2001-06-11,Person must be adult
8296,Wioletta,LIS,F,2002-04-04,Person must be adult
8350,Artur,ZIÓŁKOWSKI,M,2001-03-13,Person must be adult
8357,Karol,MALINOWSKI,M,2000-11-24,Person must be adult
8402,Lech,SAWICKI,M,2000-12-14,Person must be adult
8403,Aleksandra,SOKOŁOWSKA,F,2001-01-15,Person must be adult
8410,Andrzej,KUBIAK,M,2002-04-22,Person must be adult
8422,Jan,KAMIŃSKI,M,2001-05-24,Person must be adult
8444,Radosław,WÓJCIK,M,2001-01-27,Person must be adult
8483,Alojzy,KRUPA,M,2000-12-05,Person must be adult
8495,Wacława,LASKOWSKA,F,2001-08-16,Person must be adult
8503,Eugeniusz,BARANOWSKI,M,2000-12-08,Person must be adult
8517,Krzysztof,PAWŁOWSKI,M,2002-08-08,Person must be adult
8523,Sławomir,SOBCZAK,M,2001-12-22,Person must be adult
8541,Alina,MAJEWSKA,F,2001-05-30,Person must be adult
8544,Edward,PAWŁOWSKI,M,2002-02-14,Person must be adult
8554,Felicja,SZULC,F,2002-02-28,Person must be adult
8571,Bernadeta,WOŹNIAK,F,2002-11-22,Person must be adult
8586,Józefa,GRABOWSKA,F,2001-05-01,Person must be adult
8625,Bogdan,NOWAKOWSKI,M,2002-02-08,Person must be adult
8647,Ignacy,WILK,M,2002-10-24,Person must be adult
8686,Brygida,BĄK,F,2001-12-06,Person must be adult
8692,Henryk,KOWALSKI,M,2002-08-07,Person must be adult
8719,Krystian,KRAWCZYK,M,2000-10-07,Person must be adult
8725,Helena,STĘPIEŃ,F,2002-10-02,Person must be adult
8809,Michalina,WOŹNIAK,F,2002-07-25,Person must be adult
8811,Renata,GÓRSKA,F,2001-03-07,Person must be adult
8860,Barbara,BORKOWSKA,F,2002-07-28,Person must be adult
8866,Sylwester,MALINOWSKI,M,2002-10-24,Person must be adult
8895,Edmund,GÓRSKI,M,2001-12-07,Person must be adult
8906,Alicja,KAŹMIERCZAK,F,2000-12-26,Person must be adult
8917,Stefania,BŁASZCZYK,F,2002-03-25,Person must be adult
8919,Kazimierz,ZIELIŃSKI,M,2002-03-28,Person must be adult
8933,Andrzej,SZULC,M,2002-10-03,Person must be adult
8947,Elżbieta,KOWALSKA,F,2002-06-01,Person must be adult
8972,Eugenia,WASILEWSKA,F,2002-06-22,Person must be adult
8992,Joanna,MAKOWSKA,F,2002-01-01,Person must be adult
9019,Aleksander,MAZUR,M,2002-05-02,Person must be adult
9025,Bogusław,WIŚNIEWSKI,M,2001-07-06,Person must be adult
9099,Bogusław,KOZŁOWSKI,M,2000-12-05,Person must be adult
9158,Mariusz,GRABOWSKI,M,2001-03-07,Person must be adult
9176,Wioletta,ZIELIŃSKA,F,2000-11-11,Person must be adult
9202,Wiktor,MACIEJEWSKI,M,2001-05-29,Person must be adult
9265,Sławomir,ZAKRZEWSKI,M,2002-09-20,Person must be adult
9286,Agata,KOWALSKA,F,2001-10-17,Person must be adult
9345,Marzena,JAKUBOWSKA,F,2002-11-06,Person must be adult
9418,Karol,SADOWSKI,M,2000-11-30,Person must be adult
9423,Władysława,BRZEZIŃSKA,F,2001-04-09,Person must be adult
9428,Bogumił,MAZUR,M,2000-10-04,Person must be adult
9446,Jadwiga,MICHALSKA,F,2001-03-28,Person must be adult
9501,Krystian,KACZMAREK,M,2002-10-26,Person must be adult
9508,Cecylia,GAJEWSKA,F,2002-06-10,Person must be adult
9554,Alfons,OSTROWSKI,M,2002-03-09,Person must be adult
9559,Natalia,MALINOWSKA,F,2002-10-14,Person must be adult
9571,Rozalia,CZARNECKA,F,2002-09-29,Person must be adult
9637,Piotr,NOWAKOWSKI,M,2001-12-31,Person must be adult
9666,Władysława,PIETRZAK,F,2000-12-22,Person must be adult
9692,Wojciech,SZYMCZAK,M,2001-08-14,Person must be adult
9717,Małgorzata,BOROWSKA,F,2002-01-22,Person must be adult
9774,Krystian,MAZUREK,M,2001-11-19,Person must be adult
9808,Iwona,KAMIŃSKA,F,2001-07-02,Person must be adult
9817,Bernadeta,WASILEWSKA,F,2000-10-14,Person must be adult
9825,Wacław,MARCINIAK,M,2001-10-07,Person must be adult
9834,Władysław,STĘPIEŃ,M,2002-11-21,Person must be adult
9844,Agnieszka,GŁOWACKA,F,2002-05-27,Person must be adult
9855,Urszula,WALCZAK,F,2002-12-25,Person must be adult
9894,Norbert,ADAMSKI,M,2001-05-21,Person must be adult
9921,Irena,MACIEJEWSKA,F,2002-03-29,Person must be adult
9979,Marek,PAWLAK,M,2002-08-07,Person must be adult
10001,Regina,RUTKOWSKA,F,2000-10-01,Person must be adult
10032,Zygmunt,WASILEWSKI,M,2002-02-22,Person must be adult
10055,Marzena,KUCHARSKA,F,2000-12-20,Person must be adult
10088,Krystyna,KAŹMIERCZAK,F,2002-04-08,Person must be adult
10125,Władysław,WIŚNIEWSKI,M,2001-02-01,Person must be adult
10130,Daniel,BŁASZCZYK,M,2001-04-09,Person must be adult
10140,Antoni,WRÓBEL,M,2002-08-01,Person must be adult
10157,Tomasz,SZCZEPAŃSKI,M,2001-09-17,Person must be adult
10202,Bernadeta,KUBIAK,F,2002-09-04,Person must be adult
10269,Janina,KACZMAREK,F,2002-08-10,Person must be adult
10281,Leszek,KWIATKOWSKI,M,2002-12-07,Person must be adult
10454,Dariusz,BĄK,M,2002-06-10,Person must be adult
10499,Sabina,MALINOWSKA,F,2001-07-10,Person must be adult
10503,Henryka,WÓJCIK,F,2002-11-18,Person must be adult
10513,Julia,KWIATKOWSKA,F,2002-03-17,Person must be adult
10526,Przemysław,WŁODARCZYK,M,2002-07-20,Person must be adult
10548,Alfreda,CHMIELEWSKA,F,2001-06-28,Person must be adult
10589,Włodzimierz,BŁASZCZYK,M,2002-12-16,Person must be adult
10610,Irena,ZIÓŁKOWSKA,F,2001-02-02,Person must be adult
10625,Renata,MAZUREK,F,2000-11-04,Person must be adult
10642,Aleksander,WILK,M,2001-03-29,Person must be adult
10643,Kazimiera,ADAMSKA,F,2000-10-07,Person must be adult
10652,Rudolf,WŁODARCZYK,M,2001-03-17,Person must be adult
10691,Robert,SIKORSKI,M,2000-11-09,Person must be adult
10706,Witold,KONIECZNY,M,2002-06-15,Person must be adult
10719,Aleksandra,SZYMCZAK,F,2001-11-06,Person must be adult
10822,Maciej,MALINOWSKI,M,2002-05-31,Person must be adult
10830,Elżbieta,MAKOWSKA,F,2001-03-18,Person must be adult
10846,Sabina,ZIELIŃSKA,F,2000-12-13,Person must be adult
10913,Emilia,WITKOWSKA,F,2001-10-24,Person must be adult
