129,Paweł,D*****K,45,0,0,0,0
130,Halina,S*****A,25,0,0,0,0
131,Dorota,P*****K,45,0,0,0,0
132,Ludwik,W*****K,70,0,0,0,0
133,Wiktoria,S*****A,30,0,0,0,0
134,Marzena,S*****A,75,0,0,0,0
135,Władysława,G*****A,55,0,1,0,0
136,Alfred,B*****I,30,0,1,0,0
137,Daniel,M*****K,40,0,0,0,0
138,Waldemar,W*****L,60,0,0,0,0
139,Antonina,B*****A,45,0,0,0,2
140,Aleksander,P*****I,30,0,0,1,0
141,Elżbieta,B*****A,55,0,0,0,0
142,Anna,M*****A,60,0,0,0,0
143,Jolanta,P*****A,50,0,0,0,0
144,Ryszard,K*****L,70,0,0,0,0
145,Bogumił,G*****I,65,0,0,0,0
146,Aleksander,K*****A,60,0,0,0,0
147,Barbara,S*****A,45,0,0,0,0
148,Marzena,K*****A,20,0,0,0,0
149,Zygmunt,W*****K,20,0,0,0,0
150,Henryk,K*****J,65,0,0,0,0
151,Halina,K*****K,65,0,0,0,0
152,Dorota,W*****K,75,0,0,0,0
153,Mikołaj,S*****K,55,0,0,0,0
154,Halina,N*****A,20,0,0,0,0
155,Alicja,J*****A,55,0,0,0,0
156,Bogdan,L*****I,60,0,0,0,0
157,Genowefa,M*****A,25,0,1,0,0
158,Sylwester,S*****I,40,0,0,0,0
159,Jolanta,S*****K,65,0,0,0,0
160,Bogumił,S*****A,70,0,0,0,0
161,Michalina,P*****K,40,0,0,0,0
162,Izabela,W*****K,25,0,0,0,0
163,Teodor,K*****I,30,0,0,0,0
164,Józef,B*****I,40,0,0,0,0
165,Weronika,K*****K,45,0,0,0,0
166,Norbert,B*****K,40,0,0,0,0
169,Gabriela,G*****A,55,0,0,0,0
170,Ryszard,K*****I,55,0,0,0,0
171,Izabela,D*****A,30,0,0,0,1
172,Weronika,K*****A,45,0,0,0,0
173,Radosław,M*****R,70,0,0,0,0
174,Romuald,D*****A,35,0,0,0,0
176,Weronika,W*****K,70,0,0,0,0
177,Joachim,D*****K,50,0,0,0,0
178,Waldemar,Z*****I,25,0,0,0,0
179,Artur,P*****K,35,0,0,0,0
180,Bogdan,J*****I,60,0,0,0,0
181,Jerzy,S*****I,30,0,0,0,0
182,Teresa,Z*****A,20,0,0,0,0
183,Benedykt,S*****I,30,0,0,0,0
184,Krystian,S*****A,20,0,0,0,0
185,Jakub,M*****K,40,0,0,0,0
186,Jakub,S*****I,50,0,0,0,0
187,Józefa,D*****K,60,0,0,0,0
188,Ludwika,K*****L,30,0,0,0,0
189,Hubert,W*****K,35,0,0,0,0
190,Robert,Z*****I,35,0,0,0,0
191,Damian,K*****I,30,0,0,0,0
192,Zdzisława,Z*****A,45,0,0,0,0
193,Alojzy,M*****K,45,0,0,0,0
194,Alojzy,W*****K,45,0,0,0,0
195,Jakub,K*****I,70,0,0,0,0
196,Monika,M*****A,20,0,0,0,0
197,Zenon,W*****K,60,0,0,0,0
198,Emil,C*****K,50,0,0,0,0
199,Bernadeta,K*****A,20,0,0,0,0
200,Bożena,K*****K,35,0,0,0,0
201,Daniel,C*****I,50,0,0,0,0
202,Aleksander,L*****I,20,0,0,0,0
203,Leokadia,R*****A,55,0,0,0,0
204,Hieronim,K*****K,55,0,0,0,0
206,Wojciech,C*****K,40,0,0,0,0
207,Franciszka,W*****K,40,0,0,0,0
208,Zdzisława,M*****R,65,0,0,0,0
209,Maciej,K*****I,55,0,0,0,0
210,Rozalia,B*****A,45,0,0,0,0
211,Damian,W*****I,20,0,0,0,0
212,Joachim,W*****K,60,0,0,0,0
213,Mikołaj,P*****I,30,0,0,0,0
215,Michalina,B*****A,40,0,0,0,0
216,Janusz,C*****I,40,0,1,0,0
218,Janina,W*****K,60,0,0,0,0
219,Maria,Z*****A,35,0,0,0,0
220,Bolesław,A*****K,60,0,0,0,0
222,Wincenty,A*****K,75,0,0,0,0
223,Jakub,K*****K,75,0,0,0,0
224,Roman,D*****I,25,0,1,0,0
226,Zygmunt,D*****K,50,0,0,0,0
227,Marian,K*****I,40,0,0,0,0
228,Leokadia,B*****A,60,0,0,0,0
229,Jerzy,P*****K,60,0,0,0,0
230,Hubert,N*****I,30,0,0,0,0
231,Antonina,M*****Z,50,0,0,0,0
232,Alfreda,M*****K,65,0,0,0,0
233,Wiesław,K*****K,20,0,0,0,0
234,Henryk,M*****I,60,0,0,0,0
235,Józefa,N*****K,25,0,0,0,0
236,Bogumiła,M*****A,35,0,0,0,0
238,Irena,W*****A,65,0,0,0,0
239,Waldemar,M*****Z,25,0,0,0,0
240,Mirosław,A*****K,30,0,0,0,0
241,Alicja,P*****K,70,0,0,0,1
242,Apolonia,R*****A,20,0,0,1,0
243,Cezary,P*****K,70,0,0,0,0
244,Bogumiła,J*****A,45,0,0,0,0
245,Wojciech,L*****S,70,0,0,0,0
246,Szczepan,O*****I,75,0,0,0,0
247,Genowefa,W*****A,60,0,0,1,0
248,Małgorzata,S*****A,25,0,0,0,0
249,Alfreda,S*****A,55,0,0,0,0
250,Hubert,R*****I,25,0,0,0,0
251,Edyta,G*****A,40,0,0,0,0
253,Sebastian,N*****I,45,0,0,0,0
254,Jerzy,P*****I,70,0,0,0,0
255,Ludwik,B*****K,25,0,1,0,0
256,Roman,W*****K,60,0,0,0,0
257,Wojciech,G*****I,30,0,0,0,0
258,Piotr,N*****K,25,0,0,0,0
259,Aleksander,W*****I,50,0,0,0,0
260,Elżbieta,K*****K,65,0,0,0,0
261,Ireneusz,K*****K,20,0,0,0,0
262,Bolesław,M*****K,50,0,0,0,0
263,Stefania,O*****A,65,0,0,0,0
264,Edyta,K*****A,40,0,0,0,0
265,Ireneusz,Z*****I,70,0,0,0,0
266,Gerard,B*****K,40,0,0,0,0
267,Czesław,L*****I,25,0,0,0,0
268,Edyta,S*****C,30,0,0,0,0
269,Mariola,K*****K,30,0,0,0,0
270,Ryszard,A*****K,75,0,0,0,0
271,Aldona,K*****A,30,0,0,0,0
272,Jarosław,K*****K,60,0,0,0,0
273,Roman,N*****K,75,0,0,0,0
274,Alojzy,L*****I,40,0,0,0,0
275,Weronika,B*****A,35,0,0,0,0
276,Krzysztof,J*****I,60,0,0,0,0
277,Benedykt,Z*****I,70,0,0,0,0
278,Violetta,N*****A,40,0,0,0,0
279,Krystyna,W*****A,40,0,0,0,0
280,Alina,W*****K,30,0,0,0,0
281,Gertruda,W*****K,35,0,0,0,0
282,Marcin,B*****I,35,0,0,0,0
283,Jarosław,N*****K,55,0,0,0,0
284,Lidia,G*****A,35,0,1,1,0
285,Julia,W*****A,40,0,0,0,0
286,Ewa,O*****A,35,0,0,0,1
287,Jacek,M*****I,25,0,0,0,1
288,Czesława,G*****A,70,0,0,0,0
289,Zuzanna,Z*****A,35,0,0,0,0
290,Lucyna,B*****K,35,0,1,1,0
291,Cezary,J*****I,40,0,0,0,0
292,Leon,L*****S,25,0,0,0,0
293,Emilia,S*****A,40,0,0,0,0
294,Adam,K*****K,75,0,0,0,0
295,Wanda,K*****K,35,0,0,0,0
296,Eugenia,L*****A,70,0,0,0,0
297,Mirosława,Z*****A,50,0,0,0,0
298,Julian,L*****S,20,0,0,0,0
299,Joachim,D*****A,75,0,0,0,1
300,Daniel,K*****K,75,0,0,0,0
301,Lucjan,K*****I,25,0,0,0,0
302,Kazimiera,C*****A,50,0,0,0,0
303,Rafał,S*****I,65,0,0,0,0
304,Hubert,S*****K,65,0,0,0,0
305,Antoni,B*****K,60,0,0,0,0
306,Alfons,P*****I,25,0,0,0,0
307,Grażyna,W*****K,50,0,0,0,0
308,Julia,G*****A,45,0,0,0,0
309,Cecylia,N*****A,55,0,0,0,0
310,Alfred,S*****I,65,0,0,0,0
311,Franciszek,P*****I,30,1,0,0,0
312,Iwona,Z*****A,60,0,0,0,0
313,Bogusława,J*****A,70,0,0,0,0
314,Alina,B*****A,60,0,0,0,0
315,Antonina,K*****K,40,0,0,0,0
316,Wanda,C*****K,25,0,0,0,0
317,Wanda,C*****A,55,0,0,0,0
318,Wojciech,P*****I,45,0,0,0,0
319,Zdzisław,G*****I,40,0,0,0,0
320,Rozalia,Z*****A,50,0,0,0,0
321,Marta,G*****A,75,0,0,0,0
323,Sebastian,W*****K,25,0,0,0,0
324,Aldona,A*****A,70,0,0,0,0
325,Łucja,M*****R,65,0,0,0,0
326,Antonina,M*****A,35,0,0,0,0
327,Witold,U*****I,35,0,0,0,0
328,Bogumiła,K*****A,25,0,0,0,0
329,Marzena,S*****K,75,0,1,0,0
330,Dariusz,U*****I,65,0,0,0,0
331,Arkadiusz,J*****I,70,0,0,0,0
332,Aldona,C*****A,45,0,0,0,0
333,Marian,L*****I,60,0,0,0,0
334,Waldemar,K*****I,60,0,0,1,0
335,Barbara,G*****A,50,0,0,0,0
336,Danuta,W*****K,55,0,0,0,0
337,Violetta,K*****K,25,0,0,0,0
338,Maria,M*****A,75,0,0,0,0
339,Wanda,W*****A,50,0,0,0,0
340,Leszek,C*****K,25,0,0,0,0
341,Emil,W*****I,40,0,0,0,0
342,Franciszek,B*****I,45,0,0,0,0
343,Wiktoria,P*****A,60,1,0,0,0
344,Józefa,M*****A,65,0,0,0,0
345,Stefan,P*****I,65,0,0,0,0
346,Czesław,S*****A,60,0,0,0,0
347,Władysława,M*****K,50,0,0,0,0
348,Feliks,D*****A,55,0,0,0,0
349,Adela,P*****K,75,0,0,0,0
350,Piotr,L*****I,75,0,0,0,0
351,Władysława,G*****A,25,1,0,0,0
352,Lidia,C*****A,55,0,0,0,0
353,Zuzanna,M*****A,75,0,0,0,0
354,Lech,W*****K,65,0,0,0,0
355,Władysław,G*****I,55,0,0,0,0
356,Stanisław,G*****I,25,0,0,0,0
357,Irena,U*****A,65,0,0,0,0
358,Jerzy,M*****I,50,0,1,0,0
359,Marcin,W*****K,25,0,0,0,0
360,Małgorzata,D*****K,55,0,0,0,0
361,Wiesława,G*****A,45,0,0,0,0
362,Hanna,M*****A,65,0,0,0,0
364,Róża,P*****A,25,0,0,0,0
365,Regina,N*****K,35,0,0,0,0
366,Emilia,K*****K,70,0,0,0,0
367,Bernard,B*****I,45,0,0,0,0
368,Alfons,S*****A,35,0,0,0,0
369,Zofia,S*****A,65,0,0,0,0
370,Iwona,P*****K,25,0,0,0,0
371,Aldona,B*****K,40,0,0,1,0
372,Alfons,K*****K,75,0,0,0,0
373,Anna,J*****A,40,0,0,0,0
374,Mikołaj,P*****I,45,0,0,0,0
376,Tadeusz,D*****I,65,0,0,0,0
377,Hubert,B*****I,45,0,0,0,0
378,Marek,T*****I,45,0,0,0,0
379,Jarosław,W*****K,60,0,0,0,0
380,Mariusz,P*****I,20,0,0,0,0
381,Henryka,A*****A,70,0,0,0,0
382,Mariola,G*****A,35,0,1,0,0
383,Edmund,M*****K,70,0,0,0,0
384,Walentyna,S*****A,35,0,0,0,0
385,Leonard,W*****K,20,0,0,0,0
386,Zygmunt,B*****I,55,0,0,0,0
387,Wanda,M*****A,45,0,0,0,0
388,Mariola,Z*****A,65,0,0,0,0
389,Justyna,P*****K,70,0,0,0,0
390,Violetta,S*****C,65,0,0,0,0
391,Radosław,K*****I,45,0,0,0,0
392,Róża,W*****K,65,0,0,0,0
393,Ryszard,C*****I,65,0,0,0,0
394,Jerzy,W*****K,35,0,0,0,0
395,Hanna,B*****K,75,0,0,0,0
396,Monika,K*****K,45,0,0,0,0
397,Józefa,W*****L,40,0,0,0,0
398,Katarzyna,M*****K,75,0,0,0,0
399,Emilia,M*****K,20,0,0,0,0
400,Wincenty,J*****I,45,0,0,0,0
401,Zuzanna,Z*****A,60,0,1,0,0
402,Eugenia,P*****K,35,0,0,0,0
403,Romuald,S*****K,40,0,0,0,0
404,Benedykt,U*****I,60,0,0,0,0
405,Małgorzata,W*****A,55,0,0,0,0
406,Irena,C*****A,30,0,0,0,0
407,Agnieszka,Z*****A,70,0,0,0,0
408,Romuald,B*****N,70,0,0,0,0
409,Olga,S*****K,45,0,0,0,0
410,Walenty,S*****I,30,0,1,0,0
411,Danuta,M*****A,70,0,0,0,0
412,Krystyna,J*****A,65,0,0,0,0
413,Sylwester,Z*****I,50,0,0,0,0
414,Honorata,Z*****C,75,0,0,0,0
415,Zdzisław,N*****I,60,0,0,0,0
416,Eleonora,A*****A,55,0,0,0,0
417,Benedykt,T*****I,60,0,0,0,0
418,Bogdan,P*****I,50,0,0,0,0
419,Franciszek,M*****I,45,0,0,0,0
420,Eugeniusz,J*****I,55,0,0,0,0
421,Wacława,S*****A,20,0,0,0,0
422,Ludwika,B*****A,55,0,0,0,0
423,Tomasz,M*****I,60,0,0,0,0
424,Edward,P*****K,30,0,0,0,0
425,Apolonia,C*****A,65,0,0,0,0
426,Monika,K*****K,25,0,0,0,0
427,Sylwester,M*****K,40,0,0,0,0
428,Bożena,M*****A,75,0,0,0,0
429,Jacek,U*****I,40,0,0,0,0
430,Beata,K*****K,20,0,0,0,0
431,Lucjan,L*****I,70,0,0,0,0
432,Bolesław,K*****L,40,0,0,0,0
433,Zenon,S*****I,45,0,0,0,0
434,Lucyna,K*****A,65,0,0,0,0
435,Wacława,P*****A,30,0,0,0,1
436,Agata,T*****A,65,0,0,0,0
437,Felicja,M*****A,70,0,0,0,0
438,Mirosława,Z*****A,40,0,0,0,0
439,Ludwika,N*****K,60,0,0,0,0
440,Radosław,D*****A,30,0,0,0,0
441,Radosław,D*****K,60,0,0,0,0
442,Róża,M*****R,45,0,0,0,0
443,Antoni,M*****I,65,0,0,0,0
444,Jakub,W*****K,45,0,0,0,0
445,Władysław,B*****K,65,0,0,0,0
446,Karolina,Z*****C,60,0,0,0,0
447,Adela,K*****A,75,0,0,0,0
448,Janina,S*****A,25,0,0,0,0
450,Mariola,Z*****A,40,0,0,0,0
451,Sławomir,A*****K,55,0,0,0,0
452,Franciszka,J*****A,20,0,0,0,0
453,Władysław,B*****I,35,0,0,0,0
454,Olga,C*****A,40,0,0,0,0
455,Helena,D*****A,65,0,0,0,0
456,Katarzyna,C*****A,75,0,1,1,0
457,Artur,S*****K,25,0,0,0,0
458,Arkadiusz,O*****I,60,0,0,0,0
459,Eleonora,Z*****A,55,0,0,0,0
460,Daniel,K*****I,70,0,0,0,0
461,Dariusz,J*****I,30,0,0,0,0
462,Hieronim,R*****I,40,0,0,0,0
463,Zygmunt,K*****A,35,0,0,0,0
465,Magdalena,Z*****A,70,0,0,0,0
466,Maria,B*****K,70,0,0,0,0
467,Joanna,K*****K,25,0,0,0,0
468,Marcin,Z*****I,20,0,0,0,0
470,Zdzisław,C*****I,55,0,0,0,0
471,Henryk,A*****I,70,0,0,0,0
472,Emil,L*****I,75,0,0,0,0
473,Włodzimierz,C*****I,40,0,0,0,0
474,Zenon,Z*****I,30,0,0,0,0
475,Alfons,D*****A,40,0,0,0,0
476,Aneta,M*****K,20,0,0,0,0
477,Bogumiła,W*****A,65,0,0,0,0
478,Halina,B*****A,45,0,0,0,0
479,Cezary,S*****C,30,0,0,0,0
480,Radosław,B*****K,45,0,0,0,0
481,Teresa,S*****A,50,0,0,0,0
482,Roman,K*****Y,25,0,0,0,1
484,Benedykt,B*****I,65,0,0,0,0
485,Dariusz,U*****I,55,0,0,0,0
486,Cecylia,D*****A,40,0,0,0,0
487,Jacek,L*****S,50,0,0,0,0
488,Mieczysław,W*****I,55,0,0,0,0
489,Czesław,J*****I,50,0,0,0,0
490,Daniela,B*****A,65,1,0,0,0
491,Aldona,N*****K,60,0,0,0,0
492,Maria,W*****A,50,0,0,0,0
493,Magdalena,J*****A,35,0,0,0,0
494,Tomasz,K*****A,25,0,0,0,0
495,Andrzej,A*****I,65,0,0,0,0
496,Felicja,S*****A,45,0,1,0,0
497,Hieronim,J*****I,25,1,1,0,0
498,Kazimierz,B*****K,20,0,0,0,0
499,Małgorzata,Z*****A,20,0,0,0,0
500,Helena,S*****A,45,0,0,0,0
501,Teresa,T*****A,35,0,0,0,0
502,Adam,O*****I,35,0,0,0,0
503,Grzegorz,Z*****I,70,0,0,0,0
504,Mieczysława,G*****A,20,0,0,0,0
505,Maria,W*****K,55,0,0,0,0
506,Czesław,M*****I,25,0,0,0,0
507,Janusz,M*****K,30,0,0,0,0
508,Robert,B*****I,20,0,0,0,0
509,Bernadeta,P*****A,25,0,0,0,1
510,Adolf,L*****S,65,0,0,0,0
511,Danuta,W*****A,65,0,0,0,0
512,Alojzy,L*****I,20,0,0,0,0
513,Wacław,B*****K,60,0,0,0,0
514,Adam,K*****K,75,0,0,0,0
515,Justyna,R*****A,75,0,0,0,0
516,Jarosław,K*****J,25,0,0,0,0
518,Bogusława,W*****K,25,0,0,0,0
519,Aniela,K*****A,50,0,0,0,0
520,Izabela,S*****A,60,0,0,0,0
521,Władysława,W*****L,65,0,0,0,0
522,Zbigniew,Z*****I,50,0,0,0,0
523,Władysław,J*****I,20,0,0,1,0
524,Sławomir,K*****K,40,0,0,0,0
525,Marzena,G*****A,65,0,0,0,0
526,Agata,L*****S,25,0,0,0,0
527,Władysława,G*****A,25,0,0,0,0
528,Aniela,M*****Z,35,0,0,0,0
529,Beata,G*****A,75,0,0,0,0
530,Mikołaj,C*****I,55,0,0,0,0
531,Radosław,S*****K,20,0,0,0,0
532,Jadwiga,C*****A,75,0,0,0,0
533,Damian,K*****I,65,0,0,0,0
534,Antoni,M*****I,75,0,0,0,0
535,Cecylia,B*****A,40,0,0,0,0
536,Roman,K*****K,65,0,0,0,0
537,Ewa,O*****A,60,0,0,0,0
538,Jakub,S*****I,65,0,0,0,0
539,Henryka,W*****L,60,0,0,0,0
540,Ewa,K*****A,20,0,0,0,0
541,Adela,D*****A,50,0,0,0,0
542,Tomasz,J*****I,60,0,0,0,0
543,Gertruda,K*****A,55,0,0,0,0
544,Eleonora,C*****A,70,0,0,0,0
545,Marianna,K*****K,30,0,0,0,0
546,Arkadiusz,K*****I,20,0,0,0,0
547,Czesława,C*****A,50,0,0,1,0
548,Bolesław,C*****I,65,0,0,0,0
549,Agata,B*****A,55,0,0,0,0
550,Leon,Z*****I,50,0,0,0,0
551,Bogumił,Z*****I,35,0,1,0,0
552,Natalia,W*****A,20,1,1,0,0
553,Dorota,B*****A,35,0,0,0,0
554,Wiesława,C*****A,60,0,0,0,0
555,Ludwika,G*****A,55,0,0,0,0
556,Gertruda,W*****A,45,0,0,0,0
557,Edmund,K*****I,50,0,0,1,0
558,Janina,M*****K,75,0,0,0,0
559,Bogusław,O*****I,50,0,0,0,0
560,Lidia,W*****K,70,0,0,0,0
561,Maciej,W*****K,30,1,0,0,0
562,Zdzisław,K*****J,65,0,0,0,0
563,Helena,R*****A,30,0,0,0,0
564,Marcin,S*****I,45,0,0,0,0
565,Henryk,M*****K,55,0,0,0,0
566,Aneta,J*****A,60,0,0,0,0
567,Sabina,M*****R,30,0,0,0,0
568,Ireneusz,W*****K,35,0,0,0,1
569,Irena,U*****A,45,0,0,0,0
570,Bronisław,P*****K,35,0,0,0,0
571,Aneta,W*****K,40,0,0,0,0
572,Waldemar,C*****I,65,0,0,0,0
573,Emilia,Z*****A,65,0,0,0,0
574,Danuta,K*****K,50,0,0,0,0
575,Waldemar,W*****K,70,0,0,0,0
576,Emil,S*****K,45,0,0,0,0
577,Wacława,O*****A,75,0,0,0,0
578,Zdzisław,W*****I,60,0,0,0,0
579,Grażyna,B*****A,25,0,0,0,0
580,Ludwik,K*****I,40,0,0,0,0
581,Wiktoria,S*****K,55,1,0,0,0
582,Aleksandra,N*****A,20,0,0,0,0
583,Mieczysława,M*****A,65,0,0,0,0
584,Lesław,K*****Y,20,0,0,0,0
585,Józefa,N*****K,75,0,0,0,0
586,Witold,S*****Ń,25,0,1,0,0
587,Władysław,W*****I,75,0,0,0,0
588,Marianna,W*****A,30,0,0,0,0
590,Gabriela,L*****A,70,0,0,0,0
591,Krzysztof,K*****K,30,1,0,0,0
592,Bernard,J*****I,55,0,0,0,0
593,Mirosław,J*****I,35,0,0,0,1
594,Marian,Z*****I,55,0,0,0,0
595,Wiesław,S*****K,30,0,0,0,0
596,Dariusz,S*****Ń,25,0,0,0,1
597,Łucja,M*****K,45,0,0,0,0
598,Aldona,S*****A,65,0,1,0,0
600,Edyta,J*****A,40,0,0,0,0
601,Lucyna,S*****A,50,0,0,0,0
602,Tadeusz,G*****I,65,0,0,0,0
603,Damian,W*****I,50,0,0,0,0
604,Jolanta,A*****A,70,0,0,0,0
605,Aniela,J*****A,55,0,0,0,0
606,Bogdan,Z*****I,45,0,0,0,0
607,Daniel,J*****I,35,0,0,0,0
609,Jolanta,Z*****A,55,0,0,0,0
610,Wincenty,M*****I,25,0,0,0,0
611,Janusz,P*****I,25,0,0,0,0
612,Justyna,K*****A,20,0,0,0,0
613,Apolonia,W*****A,70,0,0,0,0
614,Jakub,O*****I,60,0,0,0,0
616,Ludwik,K*****I,40,0,0,0,0
617,Karolina,K*****A,75,0,0,0,0
618,Magdalena,P*****A,40,0,0,0,0
619,Paweł,W*****L,30,0,0,0,0
620,Lesław,M*****I,65,0,0,1,0
621,Lucjan,W*****K,20,0,0,0,0
622,Daniela,B*****A,50,0,0,0,0
623,Bernadeta,W*****A,60,0,0,0,0
624,Krystyna,K*****A,70,0,0,0,0
625,Monika,M*****K,25,0,0,0,0
626,Konrad,S*****A,20,0,0,0,0
627,Stefania,M*****K,55,0,0,0,0
628,Lidia,P*****A,45,0,0,0,0
629,Marian,S*****I,70,0,0,0,0
630,Daniela,K*****K,45,0,0,0,0
631,Włodzimierz,Z*****I,75,0,0,0,0
632,Gabriela,G*****A,25,0,0,0,0
633,Bronisława,B*****K,50,0,0,1,1
634,Emil,M*****I,55,0,0,0,0
635,Julian,U*****I,65,0,0,0,0
636,Małgorzata,S*****K,25,0,0,0,0
637,Mirosław,W*****I,45,0,0,0,0
638,Teresa,C*****A,25,0,0,0,0
640,Konrad,S*****I,65,0,0,0,0
641,Łucja,G*****A,25,0,0,0,0
642,Wiesława,W*****A,20,0,0,0,0
643,Wanda,P*****A,70,0,0,0,0
644,Wincenty,K*****I,50,0,0,0,0
645,Wanda,K*****A,20,0,0,0,0
646,Wanda,W*****K,30,0,0,0,0
647,Krzysztof,Z*****C,70,0,0,0,0
648,Władysława,S*****A,40,0,0,0,0
